,accuracy,accuracy,f1_score,f1_score,roc_auc,roc_auc
,mean,std,mean,std,mean,std
experiment,,,,,,
A1_baseline_100real,0.678,0.01788854381999826,0.6382784666022364,0.0349495086310709,0.8768402943829695,0.003472561586791468
A2_synthmed_100real_500syn,0.628,0.0917605579756357,0.5793860439469053,0.11886513849701735,0.8175725286911939,0.0790953423505958
